id,start,end
3622,137,71627
3623,137,71997
3624,137,72163
3625,137,72543
3626,137,72606
3627,137,72652
3628,137,72850
3629,137,72940
3630,137,72941
3631,137,72942
3632,137,72943
3633,137,72944
3634,137,72945
3635,137,72946
3636,137,72947
3637,137,72948
3638,137,72949
3639,137,72950
3640,137,72951
3641,137,72952
3642,137,72953
3643,137,72954
3644,137,72955
3645,137,72956
3646,137,72957
3647,137,72958
3648,137,72959
3649,137,170131
3650,137,180007
3651,138,72960
3652,138,72961
3653,138,72962
3654,138,72963
3655,138,72964
3656,138,170132
3657,138,180000
3658,138,180002
3659,139,70649
3660,139,71020
3661,139,71134
3662,139,71335
3663,139,71611
3664,139,72806
3665,139,72965
3666,139,72966
3667,139,72967
3668,139,72968
3669,139,72969
3670,139,72970
3671,139,72971
3672,139,72972
3673,139,72973
3674,139,72974
3675,139,72975
3676,139,72976
3677,139,72977
3678,139,72978
3679,139,72979
3680,139,72980
3681,139,72981
3682,139,72982
3683,139,72983
3684,139,72984
3685,139,72985
3686,139,72986
3687,139,72987
3688,139,72988
3689,139,72989
3690,139,72990
3691,139,72991
3692,139,72992
3693,139,72993
3694,139,170133
3695,139,180006
3696,140,70564
3697,140,70573
3698,140,72396
3699,140,72406
3700,140,72709
3701,140,72994
3702,140,72995
3703,140,72996
3704,140,72997
3705,140,72998
3706,140,72999
3707,140,73000
3708,140,73001
3709,140,73002
3710,140,73003
3711,140,73004
3712,140,73005
3713,140,73006
3714,140,73007
3715,140,73008
3716,140,73009
3717,140,73010
3718,140,73011
3719,140,73012
3720,140,73013
3721,140,73014
3722,140,73015
3723,140,73016
3724,140,170134
3725,140,180006
3726,141,70147
3727,141,70391
3728,141,70477
3729,141,71125
3730,141,71457
3731,141,71600
3732,141,71992
3733,141,72269
3734,141,72543
3735,141,73017
3736,141,73018
3737,141,73019
3738,141,73020
3739,141,73021
3740,141,73022
3741,141,73023
3742,141,73024
3743,141,73025
3744,141,73026
3745,141,73027
3746,141,73028
3747,141,73029
3748,141,73030
3749,141,73031
3750,141,73032
3751,141,73033
3752,141,73034
3753,141,73035
3754,141,170135
3755,141,180006
3756,141,180008
3757,141,180009
3758,142,70022
3759,142,70148
3760,142,70289
3761,142,70296
3762,142,70299
3763,142,70322
3764,142,70412
3765,142,70435
3766,142,70666
3767,142,71169
3768,142,71229
3769,142,71398
3770,142,71555
3771,142,72563
3772,142,72729
3773,142,73036
3774,142,73037
3775,142,73038
3776,142,73039
3777,142,73040
3778,142,73041
3779,142,73042
3780,142,73043
3781,142,73044
3782,142,73045
3783,142,73046
3784,142,73047
3785,142,73048
3786,142,73049
3787,142,73050
3788,142,73051
3789,142,73052
3790,142,73053
3791,142,73054
3792,142,73055
3793,142,73056
3794,142,73057
3795,142,73058
3796,142,73059
3797,142,73060
3798,142,73061
3799,142,73062
3800,142,73063
3801,142,73064
3802,142,73065
3803,142,73066
3804,142,73067
3805,142,73068
3806,142,73069
3807,142,73070
3808,142,73071
3809,142,73072
3810,142,73073
3811,142,73074
3812,142,73075
3813,142,73076
3814,142,73077
3815,142,73078
3816,142,73079
3817,142,73080
3818,142,73081
3819,142,73082
3820,142,73083
3821,142,73084
3822,142,170136
3823,142,180000
3824,142,180006
3825,143,70602
3826,143,71653
3827,143,72391
3828,143,72413
3829,143,73085
3830,143,73086
3831,143,73087
3832,143,73088
3833,143,73089
3834,143,73090
3835,143,73091
3836,143,73092
3837,143,73093
3838,143,73094
3839,143,73095
3840,143,73096
3841,143,170137
3842,143,180005
3843,143,180006
3844,143,180007
3845,143,180015
3846,144,70555
3847,144,71149
3848,144,73097
3849,144,73098
3850,144,73099
3851,144,73100
3852,144,73101
3853,144,73102
3854,144,73103
3855,144,73104
3856,144,73105
3857,144,73106
3858,144,73107
3859,144,170137
3860,144,180006
3861,144,180010
3862,145,70145
3863,145,70611
3864,145,70630
3865,145,72149
3866,145,73108
3867,145,73109
3868,145,73110
3869,145,73111
3870,145,73112
3871,145,73113
3872,145,73114
3873,145,73115
3874,145,73116
3875,145,73117
3876,145,73118
3877,145,73119
3878,145,73120
3879,145,73121
3880,145,73122
3881,145,73123
3882,145,73124
3883,145,73125
3884,145,73126
3885,145,73127
3886,145,73128
3887,145,73129
3888,145,73130
3889,145,73131
3890,145,73132
3891,145,73133
3892,145,73134
3893,145,73135
3894,145,73136
3895,145,73137
3896,145,170138
3897,145,180000
3898,145,180003
3899,145,180007
3900,145,180008
3901,146,73138
3902,146,73139
3903,146,73140
3904,146,73141
3905,146,73142
3906,146,73143
3907,146,73144
3908,146,73145
3909,146,73146
3910,146,73147
3911,146,73148
3912,146,73149
3913,146,73150
3914,146,73151
3915,146,73152
3916,146,73153
3917,146,73154
3918,146,73155
3919,146,73156
3920,146,73157
3921,146,73158
3922,146,73159
3923,146,170139
3924,146,180006
3925,147,72369
3926,147,72648
3927,147,73160
3928,147,73161
3929,147,73162
3930,147,73163
3931,147,73164
3932,147,170140
3933,147,180000
3934,147,180006
3935,147,180015
3936,148,70064
3937,148,70312
3938,148,70594
3939,148,70634
3940,148,70665
3941,148,71131
3942,148,71336
3943,148,71523
3944,148,71716
3945,148,72459
3946,148,72645
3947,148,73165
3948,148,73166
3949,148,73167
3950,148,73168
3951,148,73169
3952,148,73170
3953,148,73171
3954,148,73172
3955,148,73173
3956,148,73174
3957,148,73175
3958,148,73176
3959,148,73177
3960,148,73178
3961,148,73179
3962,148,73180
3963,148,73181
3964,148,73182
3965,148,73183
3966,148,73184
3967,148,73185
3968,148,73186
3969,148,73187
3970,148,73188
3971,148,73189
3972,148,73190
3973,148,73191
3974,148,73192
3975,148,73193
3976,148,73194
3977,148,73195
3978,148,73196
3979,148,73197
3980,148,73198
3981,148,73199
3982,148,73200
3983,148,73201
3984,148,73202
3985,148,73203
3986,148,73204
3987,148,73205
3988,148,170141
3989,148,180003
3990,148,180006
3991,149,70023
3992,149,70052
3993,149,70621
3994,149,71234
3995,149,72058
3996,149,72245
3997,149,72571
3998,149,72635
3999,149,72736
4000,149,73206
4001,149,73207
4002,149,73208
4003,149,73209
4004,149,73210
4005,149,73211
4006,149,73212
4007,149,73213
4008,149,73214
4009,149,73215
4010,149,73216
4011,149,73217
4012,149,73218
4013,149,73219
4014,149,73220
4015,149,73221
4016,149,73222
4017,149,73223
4018,149,73224
4019,149,73225
4020,149,170142
4021,149,180003
4022,149,180015
4023,150,70105
4024,150,70859
4025,150,70862
4026,150,71274
4027,150,71277
4028,150,71359
4029,150,72267
4030,150,72362
4031,150,72736
4032,150,73019
4033,150,73226
4034,150,73227
4035,150,73228
4036,150,73229
4037,150,73230
4038,150,73231
4039,150,73232
4040,150,73233
4041,150,73234
4042,150,73235
4043,150,73236
4044,150,73237
4045,150,73238
4046,150,73239
4047,150,73240
4048,150,73241
4049,150,170143
4050,150,180000
4051,150,180002
4052,151,70596
4053,151,70661
4054,151,70665
4055,151,71030
4056,151,71125
4057,151,71131
4058,151,71134
4059,151,71523
4060,151,71524
4061,151,71781
4062,151,72452
4063,151,72913
4064,151,73242
4065,151,73243
4066,151,73244
4067,151,73245
4068,151,73246
4069,151,73247
4070,151,73248
4071,151,73249
4072,151,73250
4073,151,73251
4074,151,73252
4075,151,73253
4076,151,73254
4077,151,73255
4078,151,73256
4079,151,73257
4080,151,73258
4081,151,73259
4082,151,73260
4083,151,73261
4084,151,73262
4085,151,73263
4086,151,73264
4087,151,73265
4088,151,73266
4089,151,73267
4090,151,73268
4091,151,73269
4092,151,73270
4093,151,73271
4094,151,73272
4095,151,170144
4096,151,180006
4097,151,180008
4098,151,180011
4099,152,70270
4100,152,70321
4101,152,70322
4102,152,70444
4103,152,71161
4104,152,71600
4105,152,71693
4106,152,72389
4107,152,72543
4108,152,72815
4109,152,72890
4110,152,72975
4111,152,73273
4112,152,73274
4113,152,73275
4114,152,73276
4115,152,73277
4116,152,73278
4117,152,73279
4118,152,73280
4119,152,73281
4120,152,73282
4121,152,73283
4122,152,73284
4123,152,73285
4124,152,73286
4125,152,73287
4126,152,73288
4127,152,73289
4128,152,73290
4129,152,170145
4130,152,180000
4131,152,180007
4132,152,180011
4133,152,180012
4134,153,70663
4135,153,70667
4136,153,70668
4137,153,70940
4138,153,71169
4139,153,71794
4140,153,72005
4141,153,72155
4142,153,72573
4143,153,73291
4144,153,73292
4145,153,73293
4146,153,73294
4147,153,73295
4148,153,73296
4149,153,73297
4150,153,73298
4151,153,73299
4152,153,73300
4153,153,73301
4154,153,73302
4155,153,73303
4156,153,73304
4157,153,73305
4158,153,73306
4159,153,73307
4160,153,73308
4161,153,73309
4162,153,73310
4163,153,73311
4164,153,73312
4165,153,73313
4166,153,73314
4167,153,73315
4168,153,170146
4169,153,180006
4170,153,180009
4171,153,180015
4172,154,73316
4173,154,73317
4174,154,73318
4175,154,73319
4176,154,73320
4177,154,170147
4178,154,180014
4179,155,70113
4180,155,70586
4181,155,70598
4182,155,70599
4183,155,71605
4184,155,71614
4185,155,71615
4186,155,71859
4187,155,73321
4188,155,73322
4189,155,73323
4190,155,73324
4191,155,73325
4192,155,73326
4193,155,170068
4194,155,180005
4195,155,180007
4196,155,180009
4197,156,70123
4198,156,70143
4199,156,70303
4200,156,70497
4201,156,70590
4202,156,70646
4203,156,71833
4204,156,72238
4205,156,72865
4206,156,73243
4207,156,73295
4208,156,73327
4209,156,73328
4210,156,73329
4211,156,73330
4212,156,73331
4213,156,73332
4214,156,73333
4215,156,73334
4216,156,73335
4217,156,73336
4218,156,73337
4219,156,73338
4220,156,73339
4221,156,73340
4222,156,73341
4223,156,73342
4224,156,73343
4225,156,73344
4226,156,73345
4227,156,170148
4228,156,180008
4229,156,180009
4230,156,180011
4231,156,180017
4232,157,70587
4233,157,71035
4234,157,71434
4235,157,71584
4236,157,73221
4237,157,73346
4238,157,73347
4239,157,73348
4240,157,73349
4241,157,73350
4242,157,73351
4243,157,73352
4244,157,73353
4245,157,73354
4246,157,73355
4247,157,73356
4248,157,73357
4249,157,73358
4250,157,73359
4251,157,73360
4252,157,73361
4253,157,73362
4254,157,73363
4255,157,73364
4256,157,73365
4257,157,73366
4258,157,73367
4259,157,73368
4260,157,73369
4261,157,73370
4262,157,73371
4263,157,73372
4264,157,73373
4265,157,170149
4266,157,180007
4267,157,180008
4268,157,180009
4269,158,71225
4270,158,71548
4271,158,72213
4272,158,73374
4273,158,73375
4274,158,73376
4275,158,73377
4276,158,73378
4277,158,73379
4278,158,73380
4279,158,73381
4280,158,73382
4281,158,73383
4282,158,73384
4283,158,73385
4284,158,73386
4285,158,73387
4286,158,73388
4287,158,73389
4288,158,73390
4289,158,73391
4290,158,73392
4291,158,73393
4292,158,73394
4293,158,170150
4294,158,180003
4295,158,180006
4296,158,180008
4297,159,70570
4298,159,70571
4299,159,72383
4300,159,73395
4301,159,73396
4302,159,73397
4303,159,73398
4304,159,73399
4305,159,73400
4306,159,73401
4307,159,73402
4308,159,73403
4309,159,73404
4310,159,73405
4311,159,73406
4312,159,73407
4313,159,73408
4314,159,73409
4315,159,73410
4316,159,73411
4317,159,73412
4318,159,73413
4319,159,73414
4320,159,73415
4321,159,73416
4322,159,73417
4323,159,73418
4324,159,73419
4325,159,73420
4326,159,73421
4327,159,170151
4328,159,180006
4329,160,71010
4330,160,73422
4331,160,73423
4332,160,73424
4333,160,73425
4334,160,73426
4335,160,73427
4336,160,73428
4337,160,73429
4338,160,73430
4339,160,73431
4340,160,73432
4341,160,73433
4342,160,73434
4343,160,73435
4344,160,73436
4345,160,73437
4346,160,73438
4347,160,73439
4348,160,73440
4349,160,170152
4350,160,180005
4351,160,180006
4352,160,180007
4353,161,70072
4354,161,70454
4355,161,72657
4356,161,73068
4357,161,73441
4358,161,73442
4359,161,73443
4360,161,73444
4361,161,73445
4362,161,73446
4363,161,73447
4364,161,73448
4365,161,73449
4366,161,73450
4367,161,73451
4368,161,73452
4369,161,73453
4370,161,73454
4371,161,73455
4372,161,73456
4373,161,73457
4374,161,73458
4375,161,73459
4376,161,73460
4377,161,73461
4378,161,73462
4379,161,170153
4380,161,180000
4381,161,180002
4382,161,180006
4383,162,70015
4384,162,70074
4385,162,70241
4386,162,70276
4387,162,70948
4388,162,71378
4389,162,72984
4390,162,73463
4391,162,73464
4392,162,73465
4393,162,73466
4394,162,73467
4395,162,73468
4396,162,73469
4397,162,73470
4398,162,73471
4399,162,73472
4400,162,73473
4401,162,73474
4402,162,73475
4403,162,73476
4404,162,73477
4405,162,73478
4406,162,73479
4407,162,73480
4408,162,73481
4409,162,73482
4410,162,73483
4411,162,73484
4412,162,73485
4413,162,73486
4414,162,73487
4415,162,73488
4416,162,73489
4417,162,73490
4418,162,73491
4419,162,73492
4420,162,73493
4421,162,73494
4422,162,73495
4423,162,73496
4424,162,73497
4425,162,73498
4426,162,73499
4427,162,73500
4428,162,73501
4429,162,73502
4430,162,73503
4431,162,73504
4432,162,73505
4433,162,73506
4434,162,73507
4435,162,73508
4436,162,73509
4437,162,73510
4438,162,73511
4439,162,73512
4440,162,73513
4441,162,73514
4442,162,73515
4443,162,73516
4444,162,73517
4445,162,73518
4446,162,73519
4447,162,73520
4448,162,73521
4449,162,170154
4450,162,180000
4451,162,180007
4452,162,180008
4453,162,180009
4454,163,70391
4455,163,70732
4456,163,71020
4457,163,71337
4458,163,71663
4459,163,72338
4460,163,72524
4461,163,72883
4462,163,72906
4463,163,73522
4464,163,73523
4465,163,73524
4466,163,73525
4467,163,73526
4468,163,73527
4469,163,73528
4470,163,73529
4471,163,73530
4472,163,73531
4473,163,73532
4474,163,73533
4475,163,73534
4476,163,73535
4477,163,73536
4478,163,73537
4479,163,73538
4480,163,73539
4481,163,73540
4482,163,73541
4483,163,73542
4484,163,73543
4485,163,73544
4486,163,73545
4487,163,73546
4488,163,73547
4489,163,73548
4490,163,170155
4491,163,180003
4492,163,180006
4493,164,70118
4494,164,73549
4495,164,73550
4496,164,73551
4497,164,73552
4498,164,73553
4499,164,73554
4500,164,73555
4501,164,73556
4502,164,73557
4503,164,73558
4504,164,73559
4505,164,73560
4506,164,73561
4507,164,73562
4508,164,73563
4509,164,73564
4510,164,73565
4511,164,73566
4512,164,73567
4513,164,170156
4514,164,180007
4515,164,180009
4516,164,180012
4517,165,70485
4518,165,71039
4519,165,71080
4520,165,71980
4521,165,72501
4522,165,72801
4523,165,73568
4524,165,73569
4525,165,73570
4526,165,73571
4527,165,73572
4528,165,73573
4529,165,73574
4530,165,73575
4531,165,73576
4532,165,73577
4533,165,73578
4534,165,73579
4535,165,73580
4536,165,73581
4537,165,73582
4538,165,170157
4539,165,180007
4540,165,180008
4541,165,180012
4542,166,70550
4543,166,71545
4544,166,73583
4545,166,73584
4546,166,73585
4547,166,73586
4548,166,73587
4549,166,73588
4550,166,73589
4551,166,73590
4552,166,73591
4553,166,73592
4554,166,73593
4555,166,170158
4556,166,180003
4557,167,73594
4558,167,73595
4559,167,73596
4560,167,73597
4561,167,73598
4562,167,73599
4563,167,73600
4564,167,73601
4565,167,73602
4566,167,73603
4567,167,73604
4568,167,73605
4569,167,73606
4570,167,73607
4571,167,73608
4572,167,73609
4573,167,73610
4574,167,73611
4575,167,73612
4576,167,73613
4577,167,73614
4578,167,73615
4579,167,73616
4580,167,73617
4581,167,73618
4582,167,73619
4583,167,73620
4584,167,73621
4585,167,73622
4586,167,73623
4587,167,73624
4588,167,73625
4589,167,73626
4590,167,73627
4591,167,73628
4592,167,73629
4593,167,73630
4594,167,73631
4595,167,73632
4596,167,73633
4597,167,73634
4598,167,73635
4599,167,73636
4600,167,73637
4601,167,73638
4602,167,73639
4603,167,73640
4604,167,73641
4605,167,73642
4606,167,73643
4607,167,73644
4608,167,73645
4609,167,73646
4610,167,73647
4611,167,73648
4612,167,73649
4613,167,73650
4614,167,73651
4615,167,73652
4616,167,73653
4617,167,73654
4618,167,73655
4619,167,73656
4620,167,73657
4621,167,73658
4622,167,73659
4623,167,73660
4624,167,73661
4625,167,73662
4626,167,73663
4627,167,73664
4628,167,73665
4629,167,73666
4630,167,73667
4631,167,73668
4632,167,73669
4633,167,73670
4634,167,73671
4635,167,73672
4636,167,73673
4637,167,73674
4638,167,73675
4639,167,170159
4640,167,180006
4641,168,70698
4642,168,71859
4643,168,72945
4644,168,73676
4645,168,73677
4646,168,73678
4647,168,73679
4648,168,73680
4649,168,73681
4650,168,73682
4651,168,73683
4652,168,73684
4653,168,73685
4654,168,73686
4655,168,73687
4656,168,73688
4657,168,73689
4658,168,170160
4659,168,180003
4660,169,70138
4661,169,70267
4662,169,70303
4663,169,72155
4664,169,73216
4665,169,73690
4666,169,73691
4667,169,73692
4668,169,73693
4669,169,73694
4670,169,73695
4671,169,73696
4672,169,73697
4673,169,170161
4674,169,180010
4675,170,72586
4676,170,72812
4677,170,73698
4678,170,73699
4679,170,73700
4680,170,73701
4681,170,73702
4682,170,73703
4683,170,73704
4684,170,73705
4685,170,73706
4686,170,73707
4687,170,73708
4688,170,73709
4689,170,73710
4690,170,73711
4691,170,73712
4692,170,170162
4693,170,180003
4694,170,180006
4695,171,70143
4696,171,70302
4697,171,71143
4698,171,72165
4699,171,73113
4700,171,73589
4701,171,73713
4702,171,73714
4703,171,73715
4704,171,73716
4705,171,73717
4706,171,73718
4707,171,73719
4708,171,73720
4709,171,73721
4710,171,73722
4711,171,73723
4712,171,73724
4713,171,73725
4714,171,73726
4715,171,73727
4716,171,73728
4717,171,73729
4718,171,73730
4719,171,170163
4720,171,180005
4721,171,180006
4722,172,71168
4723,172,71538
4724,172,71763
4725,172,72835
4726,172,73342
4727,172,73731
4728,172,73732
4729,172,73733
4730,172,73734
4731,172,73735
4732,172,73736
4733,172,73737
4734,172,73738
4735,172,73739
4736,172,73740
4737,172,73741
4738,172,73742
4739,172,73743
4740,172,73744
4741,172,73745
4742,172,73746
4743,172,73747
4744,172,170164
4745,172,180003
4746,173,70997
4747,173,73748
4748,173,73749
4749,173,73750
4750,173,73751
4751,173,73752
4752,173,73753
4753,173,73754
4754,173,73755
4755,173,73756
4756,173,73757
4757,173,73758
4758,173,73759
4759,173,73760
4760,173,73761
4761,173,73762
4762,173,73763
4763,173,73764
4764,173,73765
4765,173,73766
4766,173,73767
4767,173,73768
4768,173,170165
4769,173,180002
4770,173,180007
4771,174,71993
4772,174,72300
4773,174,73210
4774,174,73769
4775,174,73770
4776,174,73771
4777,174,73772
4778,174,73773
4779,174,73774
4780,174,73775
4781,174,73776
4782,174,73777
4783,174,73778
4784,174,73779
4785,174,73780
4786,174,73781
4787,174,73782
4788,174,73783
4789,174,73784
4790,174,73785
4791,174,73786
4792,174,73787
4793,174,170166
4794,174,180005
4795,174,180006
4796,175,73788
4797,175,73789
4798,175,73790
4799,175,73791
4800,175,73792
4801,175,73793
4802,175,73794
4803,175,73795
4804,175,73796
4805,175,73797
4806,175,73798
4807,175,170167
4808,175,180003
4809,175,180009
4810,175,180010
4811,176,71566
4812,176,71705
4813,176,72496
4814,176,73799
4815,176,73800
4816,176,73801
4817,176,73802
4818,176,170168
4819,176,180006
4820,177,70077
4821,177,71008
4822,177,71528
4823,177,71735
4824,177,73076
4825,177,73338
4826,177,73803
4827,177,73804
4828,177,73805
4829,177,73806
4830,177,73807
4831,177,73808
4832,177,73809
4833,177,73810
4834,177,73811
4835,177,73812
4836,177,73813
4837,177,73814
4838,177,73815
4839,177,73816
4840,177,73817
4841,177,73818
4842,177,73819
4843,177,73820
4844,177,73821
4845,177,73822
4846,177,73823
4847,177,73824
4848,177,170169
4849,177,180007
4850,177,180008
4851,177,180009
4852,178,70008
4853,178,70041
4854,178,70573
4855,178,70793
4856,178,71696
4857,178,72509
4858,178,73825
4859,178,73826
4860,178,73827
4861,178,73828
4862,178,73829
4863,178,73830
4864,178,73831
4865,178,73832
4866,178,73833
4867,178,73834
4868,178,73835
4869,178,73836
4870,178,73837
4871,178,73838
4872,178,170170
4873,178,180003
4874,178,180005
4875,179,71577
4876,179,73389
4877,179,73839
4878,179,73840
4879,179,73841
4880,179,73842
4881,179,73843
4882,179,73844
4883,179,73845
4884,179,170171
4885,179,180003
4886,180,71828
4887,180,73089
4888,180,73314
4889,180,73846
4890,180,73847
4891,180,73848
4892,180,73849
4893,180,73850
4894,180,73851
4895,180,73852
4896,180,73853
4897,180,73854
4898,180,73855
4899,180,170172
4900,180,180004
4901,180,180010
4902,180,180011
4903,181,73856
4904,181,73857
4905,181,73858
4906,181,73859
4907,181,73860
4908,181,73861
4909,181,73862
4910,181,73863
4911,181,73864
4912,181,73865
4913,181,73866
4914,181,73867
4915,181,73868
4916,181,73869
4917,181,73870
4918,181,73871
4919,181,73872
4920,181,73873
4921,181,73874
4922,181,73875
4923,181,73876
4924,181,73877
4925,181,73878
4926,181,73879
4927,181,73880
4928,181,73881
4929,181,73882
4930,181,73883
4931,181,73884
4932,181,73885
4933,181,73886
4934,181,73887
4935,181,73888
4936,181,73889
4937,181,73890
4938,181,73891
4939,181,73892
4940,181,73893
4941,181,73894
4942,181,73895
4943,181,73896
4944,181,73897
4945,181,73898
4946,181,73899
4947,181,73900
4948,181,73901
4949,181,73902
4950,181,73903
4951,181,73904
4952,181,73905
4953,181,73906
4954,181,170173
4955,181,180003
4956,181,180004
4957,182,70057
4958,182,70458
4959,182,73907
4960,182,73908
4961,182,73909
4962,182,73910
4963,182,73911
4964,182,73912
4965,182,73913
4966,182,73914
4967,182,73915
4968,182,73916
4969,182,73917
4970,182,73918
4971,182,73919
4972,182,73920
4973,182,73921
4974,182,73922
4975,182,73923
4976,182,73924
4977,182,73925
4978,182,73926
4979,182,170174
4980,182,180009
4981,183,70178
4982,183,70183
4983,183,70861
4984,183,71036
4985,183,71096
4986,183,71647
4987,183,71952
4988,183,72282
4989,183,73927
4990,183,73928
4991,183,73929
4992,183,73930
4993,183,73931
4994,183,73932
4995,183,73933
4996,183,73934
4997,183,73935
4998,183,73936
4999,183,73937
5000,183,73938
5001,183,73939
5002,183,73940
5003,183,73941
5004,183,73942
5005,183,73943
5006,183,170175
5007,183,180005
5008,183,180006
5009,184,70941
5010,184,71613
5011,184,71837
5012,184,72017
5013,184,72738
5014,184,72897
5015,184,72946
5016,184,73379
5017,184,73944
5018,184,73945
5019,184,73946
5020,184,73947
5021,184,73948
5022,184,73949
5023,184,73950
5024,184,73951
5025,184,73952
5026,184,73953
5027,184,73954
5028,184,73955
5029,184,73956
5030,184,73957
5031,184,73958
5032,184,73959
5033,184,73960
5034,184,73961
5035,184,73962
5036,184,73963
5037,184,73964
5038,184,73965
5039,184,73966
5040,184,73967
5041,184,73968
5042,184,73969
5043,184,73970
5044,184,73971
5045,184,73972
5046,184,73973
5047,184,73974
5048,184,170176
5049,184,180006
5050,185,70064
5051,185,70106
5052,185,70634
5053,185,70665
5054,185,72451
5055,185,72459
5056,185,72873
5057,185,73181
5058,185,73184
5059,185,73190
5060,185,73191
5061,185,73192
5062,185,73194
5063,185,73198
5064,185,73975
5065,185,73976
5066,185,73977
5067,185,73978
5068,185,73979
5069,185,73980
5070,185,73981
5071,185,73982
5072,185,73983
5073,185,73984
5074,185,73985
5075,185,73986
5076,185,170177
5077,185,180003
5078,185,180006
5079,186,71647
5080,186,72089
5081,186,72105
5082,186,73044
5083,186,73987
5084,186,73988
5085,186,73989
5086,186,73990
5087,186,73991
5088,186,73992
5089,186,73993
5090,186,73994
5091,186,73995
5092,186,73996
5093,186,73997
5094,186,73998
5095,186,73999
5096,186,74000
5097,186,74001
5098,186,170178
5099,186,180003
5100,186,180005
5101,186,180006
5102,187,70302
5103,187,70471
5104,187,71269
5105,187,71568
5106,187,72470
5107,187,72947
5108,187,73457
5109,187,73980
5110,187,74002
5111,187,74003
5112,187,74004
5113,187,74005
5114,187,74006
5115,187,74007
5116,187,74008
5117,187,74009
5118,187,74010
5119,187,74011
5120,187,74012
5121,187,74013
5122,187,74014
5123,187,74015
5124,187,74016
5125,187,74017
5126,187,74018
5127,187,74019
5128,187,74020
5129,187,170179
5130,187,180010
5131,187,180012
5132,188,71647
5133,188,74021
5134,188,74022
5135,188,74023
5136,188,74024
5137,188,74025
5138,188,74026
5139,188,74027
5140,188,170180
5141,188,180006
5142,189,70059
5143,189,70060
5144,189,70143
5145,189,70147
5146,189,71611
5147,189,71837
5148,189,72017
5149,189,72028
5150,189,73387
5151,189,73589
5152,189,73777
5153,189,74028
5154,189,74029
5155,189,74030
5156,189,74031
5157,189,74032
5158,189,74033
5159,189,74034
5160,189,74035
5161,189,74036
5162,189,74037
5163,189,74038
5164,189,74039
5165,189,74040
5166,189,74041
5167,189,74042
5168,189,74043
5169,189,74044
5170,189,74045
5171,189,74046
5172,189,74047
5173,189,74048
5174,189,74049
5175,189,170181
5176,189,180006
5177,189,180007
5178,189,180008
5179,189,180009
5180,189,180011
5181,189,180012
5182,190,73141
5183,190,74050
5184,190,74051
5185,190,74052
5186,190,74053
5187,190,74054
5188,190,74055
5189,190,74056
5190,190,74057
5191,190,74058
5192,190,74059
5193,190,74060
5194,190,74061
5195,190,74062
5196,190,74063
5197,190,170182
5198,190,180006
5199,190,180016
5200,191,70047
5201,191,71169
5202,191,71304
5203,191,71865
5204,191,72151
5205,191,73073
5206,191,74064
5207,191,74065
5208,191,74066
5209,191,74067
5210,191,74068
5211,191,74069
5212,191,74070
5213,191,74071
5214,191,74072
5215,191,74073
5216,191,74074
5217,191,74075
5218,191,74076
5219,191,74077
5220,191,74078
5221,191,74079
5222,191,74080
5223,191,74081
5224,191,74082
5225,191,74083
5226,191,170183
5227,191,180009
5228,192,70114
5229,192,70452
5230,192,71363
5231,192,71582
5232,192,72861
5233,192,73231
5234,192,73352
5235,192,74084
5236,192,74085
5237,192,74086
5238,192,74087
5239,192,74088
5240,192,74089
5241,192,74090
5242,192,74091
5243,192,74092
5244,192,74093
5245,192,74094
5246,192,74095
5247,192,74096
5248,192,74097
5249,192,74098
5250,192,74099
5251,192,74100
5252,192,74101
5253,192,74102
5254,192,74103
5255,192,74104
5256,192,74105
5257,192,170184
5258,192,180006
5259,193,71149
5260,193,72983
5261,193,74106
5262,193,74107
5263,193,74108
5264,193,74109
5265,193,74110
5266,193,74111
5267,193,74112
5268,193,74113
5269,193,74114
5270,193,170185
5271,193,180005
5272,193,180006
5273,194,70041
5274,194,70075
5275,194,71232
5276,194,72021
5277,194,72873
5278,194,73198
5279,194,73523
5280,194,74099
5281,194,74115
5282,194,74116
5283,194,74117
5284,194,74118
5285,194,74119
5286,194,74120
5287,194,74121
5288,194,74122
5289,194,74123
5290,194,74124
5291,194,74125
5292,194,74126
5293,194,74127
5294,194,74128
5295,194,74129
5296,194,170186
5297,194,180003
5298,195,70077
5299,195,70643
5300,195,71292
5301,195,71576
5302,195,71604
5303,195,72161
5304,195,72278
5305,195,73441
5306,195,73807
5307,195,74073
5308,195,74130
5309,195,74131
5310,195,74132
5311,195,74133
5312,195,74134
5313,195,74135
5314,195,74136
5315,195,74137
5316,195,74138
5317,195,74139
5318,195,74140
5319,195,74141
5320,195,74142
5321,195,74143
5322,195,74144
5323,195,74145
5324,195,74146
5325,195,74147
5326,195,170187
5327,195,180007
5328,196,70497
5329,196,71021
5330,196,71981
5331,196,73084
5332,196,73256
5333,196,73956
5334,196,74148
5335,196,74149
5336,196,74150
5337,196,74151
5338,196,74152
5339,196,74153
5340,196,74154
5341,196,74155
5342,196,74156
5343,196,74157
5344,196,74158
5345,196,74159
5346,196,74160
5347,196,74161
5348,196,74162
5349,196,74163
5350,196,74164
5351,196,74165
5352,196,74166
5353,196,170188
5354,196,180003
5355,196,180006
5356,197,71622
5357,197,72011
5358,197,72597
5359,197,73433
5360,197,74128
5361,197,74167
5362,197,74168
5363,197,74169
5364,197,74170
5365,197,74171
5366,197,74172
5367,197,74173
5368,197,74174
5369,197,170189
5370,197,180014
